Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
22455,561.438,210.2269269,137.798038,1.525616257,0.755218759,22837,169.0875335,0.758589237,0.983272759,0.895198438,0.80430959,9.362143,0.24168409999999999,359.037223935,198.37542018899998,DERMASON
76634,1059.047,424.1268957,231.4512985,1.832467126,0.837972551,77236,312.3674747,0.750100328,0.992205707,0.858619782,0.736495322,5.534448,0.10044629999999999,301.0460748,199.78930463999998,CALI
45126,794.998,298.0796216,194.9542388,1.528972253,0.756465061,45761,239.7002455,0.72083959,0.986123555,0.897231745,0.804148382,6.605496,0.1703845,358.89331465500004,198.732111372,SIRA
45928,858.374,353.5691897,167.984051,2.104778327,0.879926726,46692,241.8208961,0.801745658,0.983637454,0.783311115,0.683942219,7.698336,0.10390930000000001,259.616212245,197.897927805,HOROZ
40143,754.065,292.7986201,175.1340193,1.671854624,0.801393023,40550,226.0788691,0.82277106,0.989963009,0.887160348,0.772130924,7.29389,0.15992,330.88332102,200.34405559500001,SIRA
63529,967.428,368.4339133,221.9855911,1.659719946,0.798110362,65036,284.4075158,0.775689866,0.976828218,0.852991252,0.771936311,5.79946,0.1270262,330.71654574,198.789669129,CALI
31475,658.092,236.2014601,169.9171238,1.390098036,0.694623241,31904,200.1879484,0.789975654,0.98655341,0.913276705,0.847530529,7.504415000000001,0.23884599999999997,398.660938335,200.702225736,DERMASON
45735,776.332,267.1302742,218.329889,1.223516741,0.576189465,46119,241.3122678,0.753385168,0.991673714,0.953594136,0.903350504,5.840828,0.2399271,452.903383815,200.68668341100002,SEKER
39595,736.146,273.6832994,184.9327727,1.479906971,0.737160079,39975,224.5304429,0.779766828,0.990494059,0.918168308,0.820402426,6.912067,0.1931503,373.548378255,200.209345395,SIRA
40906,747.915,278.3183814,188.1656213,1.479113875,0.736827797,41346,228.2173017,0.750968405,0.9893581,0.918951077,0.819986451,6.803852,0.18974110000000002,373.169667345,199.899183903,DERMASON
50396,883.245,351.8973253,183.3508962,1.919256097,0.853535185,51170,253.3104421,0.707908414,0.98487395,0.811789736,0.719841908,6.982644,0.1156507,287.58566701499996,199.895602485,HOROZ
47301,882.93,358.6190044,168.9438553,2.122711143,0.882082129,48105,245.4088501,0.727931671,0.983286561,0.762478566,0.684316356,7.581637,0.10255819999999999,259.90032507,199.802444412,HOROZ
76440,1057.912,408.2975512,241.8667866,1.688109214,0.805659627,77990,311.971843,0.808349989,0.980125657,0.858284868,0.764079633,5.341412,0.11230269999999999,324.018815175,198.095150814,CALI
26188,600.051,219.927009,152.614971,1.441057896,0.720037991,26495,182.6022924,0.772872152,0.988412908,0.913978266,0.83028589,8.398007000000002,0.24618790000000002,382.60293574499997,199.679187996,DERMASON
73949,1108.007,395.8821383,239.0689445,1.655932932,0.797068281,75397,306.8465269,0.797844335,0.980794992,0.756932515,0.775095659,5.353448,0.1191886,333.429170955,199.962892461,BARBUNYA
43442,782.927,296.8833669,186.6659639,1.590452596,0.777606019,43849,235.1851873,0.80972973,0.990718146,0.890588606,0.79218041,6.834017,0.1660169,348.29014011,200.615730411,SIRA
57115,957.55,400.3703342,182.9316715,2.188633224,0.889514903,57805,269.6684568,0.57023762,0.988063316,0.782775319,0.673547548,7.009898,0.0889948,251.78479594499998,199.574736135,HOROZ
89280,1144.377,448.9538741,254.7085582,1.76261794,0.823485083,90253,337.1569761,0.796147673,0.989219195,0.856694156,0.750983554,5.028605000000001,0.09866180000000001,313.006845945,199.809023142,CALI
66708,1038.033,396.2373656,219.8449661,1.802349049,0.831962753,68860,291.4365515,0.622473546,0.968748185,0.777974681,0.735510017,5.939878,0.1072288,300.241116675,195.98017575,HOROZ
79671,1092.549,441.1951845,232.8469345,1.894786313,0.849391054,81249,318.4968882,0.704143319,0.980578223,0.838741795,0.721895658,5.537714,0.0927701,289.229004255,198.474700722,CALI
47705,824.388,311.9041796,195.5944153,1.594647675,0.778940555,48235,246.4546459,0.795799553,0.989012128,0.882085009,0.790161409,6.538186,0.1572173,346.51705386,200.120892732,SIRA
78876,1091.875,369.75215,272.8683884,1.355056744,0.674826438,80115,316.9038377,0.81780856,0.984534731,0.831397851,0.85707098,4.687765,0.1560317,407.686719075,200.072371734,BARBUNYA
37108,707.857,265.8743068,177.9248265,1.494306961,0.743076442,37379,217.3646085,0.736664483,0.99274994,0.930649931,0.817546498,7.164878000000001,0.19744150000000002,370.952163735,200.752426089,DERMASON
57311,953.118,373.2428761,196.5679635,1.898798103,0.850082877,58213,270.1307675,0.6401604,0.984505179,0.792783326,0.723739915,6.512587,0.1102208,290.70870307499996,199.91247543,HOROZ
46155,807.795,308.7698577,191.2188904,1.614745578,0.78516028,46538,242.4177617,0.830603945,0.991770166,0.888845541,0.785108247,6.689846,0.1567884,342.09920224499996,200.059528035,SIRA
39028,733.184,272.167639,183.2053668,1.485587698,0.739520281,39505,222.9170091,0.766969304,0.987925579,0.912347324,0.819043035,6.973651,0.1935828,372.311478615,200.31238161299999,SIRA
65473,1081.908,390.1514389,215.3619977,1.811607633,0.833846819,67449,288.7261899,0.748587958,0.970703791,0.702896597,0.740036204,5.958967,0.11024590000000001,303.947738565,199.41881581200002,BARBUNYA
41466,769.004,292.9155583,181.6495265,1.612531362,0.784488806,42220,229.7741303,0.714376777,0.982141165,0.881139783,0.784438121,7.063993999999999,0.1649927,341.51545713,199.444290954,SIRA
37039,747.615,301.8019516,156.9820182,1.922525618,0.854075464,37726,217.1624265,0.760929411,0.981789747,0.832747052,0.719552758,8.148221000000001,0.1347389,287.354674905,200.07530010300002,HOROZ
47091,874.362,353.0329178,171.2696905,2.061269082,0.874437592,47849,244.8634791,0.706806754,0.984158499,0.774043249,0.693599568,7.496824,0.1070267,266.9995998,199.318850472,HOROZ
54781,926.351,378.6340532,184.9103534,2.047662806,0.872641331,55387,264.1009949,0.730569188,0.989058804,0.802211107,0.697509885,6.911777,0.1009185,270.0186222,200.242026789,HOROZ
31376,650.947,234.1331124,171.0998,1.368400854,0.682613043,31698,199.8728695,0.782912466,0.98984163,0.930499578,0.853671945,7.462172000000001,0.2444607,404.45946345,200.443239045,DERMASON
49734,831.424,313.7508087,202.2913361,1.550984905,0.76439216,50125,251.6412039,0.814070352,0.992199501,0.904103479,0.802041611,6.308578,0.161027,357.01526347500004,200.538346416,SIRA
44928,766.3,269.9416282,212.1921254,1.272156673,0.618141683,45295,239.1737993,0.794510858,0.99189756,0.961455745,0.886020437,6.008316,0.228406,435.69287877,200.73547797,SEKER
41912,773.023,284.6662487,188.0211612,1.514011757,0.750828814,42456,231.0065276,0.710084034,0.987186735,0.88138046,0.811499532,6.791999,0.18168979999999998,365.48497695,200.401908219,SIRA
40903,751.858,286.494087,182.466047,1.570122726,0.770952299,41303,228.208933,0.810313404,0.990315473,0.909271075,0.796557218,7.004232,0.1739435,352.14938811,200.245890411,SIRA
26301,598.718,219.6213659,152.9545788,1.435860028,0.71760851,26571,182.9958285,0.797386612,0.989838546,0.922013957,0.833233268,8.350305,0.2482839,385.3241124,200.37399936900002,DERMASON
35102,694.125,243.0474386,184.294738,1.318797494,0.651944682,35681,211.407792,0.756769576,0.983772876,0.915516873,0.869821106,6.924034,0.24448870000000003,419.90676013499996,200.555258757,DERMASON
38427,756.323,306.5338861,160.5917844,1.908776886,0.851782424,38773,221.1939782,0.796976108,0.991076264,0.844173528,0.721597149,7.977044000000001,0.1334139,288.98985697499995,199.774862991,HOROZ
53480,916.923,375.1913922,182.908185,2.051255346,0.873119443,54215,260.9460689,0.599168693,0.986442866,0.799347331,0.695501214,7.0155460000000005,0.10125880000000001,268.465676145,199.439679813,HOROZ
42023,746.715,272.9626858,196.3340474,1.390297248,0.694729975,42365,231.3122249,0.795347869,0.991927298,0.947081092,0.847413353,6.495553999999999,0.20662229999999998,398.55071200500004,200.675487711,DERMASON
40962,727.564,255.622513,204.2785081,1.251343156,0.601143226,41237,228.3734622,0.782912844,0.993331232,0.972408202,0.893401209,6.2404790000000006,0.2452358,442.9819746,200.754621612,SEKER
47927,812.697,302.5370979,202.052435,1.497319732,0.744286895,48298,247.027431,0.707200826,0.992318523,0.911869723,0.81651947,6.312456,0.173079,370.02074553,200.652093723,SIRA
68988,1043.643,352.040944,249.9893272,1.408223895,0.704086362,70402,296.375184,0.739516337,0.979915343,0.795938459,0.841877029,5.102930000000001,0.1581226,393.36009726,200.615777847,BARBUNYA
30889,643.902,240.2579596,164.0009523,1.464979052,0.730788822,31171,198.3156481,0.739148122,0.99095313,0.936211916,0.825428004,7.778107,0.22272580000000003,378.13892145,200.625379014,DERMASON
28279,629.709,232.1746238,155.7236598,1.490939939,0.741712608,28617,189.7523151,0.720098801,0.988188839,0.896177655,0.81728275,8.210143,0.2259539,370.71285717,200.170867563,DERMASON
30510,649.748,242.2341796,160.6429484,1.507904218,0.748466948,30885,197.0952524,0.771936039,0.987858184,0.908159581,0.81365583,7.939501,0.21465249999999997,367.42987399500004,200.655604389,DERMASON
45509,819.252,311.0072436,186.6720588,1.666062107,0.799836663,46000,240.7153058,0.698676615,0.989326087,0.852063842,0.773986171,6.833972,0.1512815,332.47529967,200.610493758,SIRA
51403,894.879,370.6961585,177.5241498,2.088144959,0.877872758,52090,255.8287168,0.623044011,0.986811288,0.80662132,0.690130477,7.2115670000000005,0.10091,264.33544218,199.902909639,HOROZ
64419,1001.501,413.0203078,199.0528327,2.07492806,0.87620179,65218,286.3927692,0.632619391,0.987748781,0.807088331,0.693410866,6.411467,0.0914323,266.854339095,200.53047686399998,HOROZ
36441,695.92,249.8607413,186.3653533,1.340703822,0.666083825,36828,215.4022336,0.77225142,0.989491691,0.945543502,0.862089148,6.8565830000000005,0.2336126,412.474722945,200.278006995,DERMASON
33429,658.605,229.4460905,185.6980934,1.235586679,0.587351259,33713,206.3083245,0.791743641,0.99157595,0.968463377,0.899158159,6.863684,0.276746,448.70939478,200.78971078499998,SEKER
42827,771.36,285.8508014,192.7730395,1.482835993,0.738381345,43593,233.5145177,0.79231495,0.982428372,0.904509826,0.816910488,6.674546,0.1833578,370.37522402999997,198.901528443,SIRA
67792,1064.282,403.333845,214.9557913,1.876357192,0.846148268,68830,293.7949203,0.803099049,0.984919367,0.752098767,0.728416234,5.949579,0.10332,294.47756654999995,200.11092795599998,BARBUNYA
145339,1465.758,543.2584514,342.4687548,1.586300776,0.776272521,147256,430.1759665,0.695958014,0.986981855,0.850095046,0.791844039,3.7378709999999997,0.0906489,347.994425565,199.922142726,BOMBAY
38116,722.078,250.7483056,194.0435644,1.292226858,0.633359224,38556,220.2970687,0.756570067,0.988588028,0.918647623,0.878558554,6.578558,0.2417649,428.38514826,200.482395855,SEKER
43629,792.654,295.0560665,189.2264858,1.559274671,0.767270323,44322,235.6908316,0.766321817,0.984364424,0.87260523,0.798800155,6.762843,0.1698485,354.135336285,199.983867213,SIRA
49254,845.116,327.1579352,192.8159883,1.696736552,0.80786565,49790,250.4239217,0.690818817,0.989234786,0.866600075,0.76545269,6.642261,0.1406595,325.184390655,199.82378478299998,SIRA
52169,894.114,368.8657268,180.4884574,2.043708125,0.872111799,52592,257.7278289,0.700631211,0.991956952,0.820042925,0.698703648,7.0705919999999995,0.10394600000000001,270.94366734,200.539972104,HOROZ
51028,893.291,362.1019825,179.7322541,2.014674462,0.868117867,51763,254.8938357,0.627558048,0.985800668,0.803586244,0.703928308,7.096143,0.10747709999999999,275.01085941,200.658609942,HOROZ
65537,1008.248,415.9306891,201.1797116,2.067458423,0.875241783,66269,288.8672706,0.787420401,0.988954111,0.810142998,0.694508191,6.346502,0.0910801,267.69960354,200.441473461,HOROZ
33844,669.837,239.1680949,180.3396663,1.326209036,0.656841191,34202,207.5849685,0.763800497,0.989532776,0.947879835,0.867945905,7.06678,0.2473842,418.098201615,200.813708577,DERMASON
29636,628.137,229.8971736,164.584919,1.396830128,0.698195994,29912,194.2517108,0.78718657,0.990772934,0.943888507,0.844950409,7.7573620000000005,0.2439039,396.237362115,200.448168369,DERMASON
43820,791.472,299.4778306,186.8744498,1.602561672,0.781423585,44341,236.2061745,0.752662315,0.988250152,0.879045037,0.788726745,6.8342730000000005,0.1631467,345.25988229,200.384416194,SIRA
27502,608.272,220.4097733,159.0118595,1.386121601,0.692479632,27778,187.1273202,0.781484428,0.990064079,0.934067993,0.848997381,8.014318,0.2568454,400.042086915,200.821446072,DERMASON
40120,762.206,281.6828655,182.1285948,1.546615268,0.76285194,40818,226.0140937,0.717761557,0.982899701,0.867812821,0.802370756,7.021009,0.1795063,357.30835065,200.1375291,SIRA
33890,686.205,261.3653216,165.6031664,1.578262828,0.773654228,34228,207.725993,0.707811195,0.990125044,0.904427328,0.794772588,7.712166000000001,0.1898138,350.57322363000003,200.383124568,DERMASON
64778,984.123,367.3746149,225.3327197,1.630365157,0.789803831,65656,287.1896781,0.801956051,0.986627269,0.840501776,0.781735228,5.6712869999999995,0.1306472,339.16603113,200.262811596,BARBUNYA
44535,795.057,305.9278053,187.2165257,1.634085475,0.790886322,45089,238.1254357,0.701217112,0.987713189,0.885349588,0.77837134,6.869379,0.1555409,336.253378365,198.9960702,SIRA
29081,636.593,237.3015274,156.4313802,1.516968828,0.751959482,29481,192.4242168,0.703680403,0.986431939,0.901769376,0.810884864,8.160020000000001,0.21762449999999997,364.93151596499996,200.48925498,DERMASON
72044,1009.725,380.233959,242.8633627,1.565629146,0.769438534,72712,302.8684034,0.735090351,0.990813071,0.887976481,0.796531704,5.277801999999999,0.13105239999999999,352.12682958,199.660009782,BARBUNYA
39131,724.451,268.207984,186.2994752,1.439660438,0.719388209,39509,223.2109689,0.814228344,0.99043256,0.936942153,0.832230889,6.854105,0.2028177,384.39757986,200.4212607,DERMASON
72742,1050.385,408.9874325,226.7708442,1.803527407,0.832204393,73404,304.3320406,0.752415234,0.990981418,0.828510619,0.744110983,5.622439,0.10632989999999999,307.30414158,200.721657009,CALI
51091,851.458,316.0763232,206.4732503,1.53083425,0.757152132,51684,255.0511352,0.708455821,0.98852643,0.885580014,0.806928949,6.186536,0.1617963,361.37955204,200.352524931,SIRA
35086,689.535,255.0924527,175.4664838,1.453795888,0.725848626,35415,211.3596051,0.800173326,0.990710151,0.92732313,0.828560794,7.270491,0.21136890000000003,381.014708895,200.60800196099999,DERMASON
76443,1046.079,405.8258042,241.2769521,1.681991589,0.804070993,77056,311.9779648,0.729376181,0.992044747,0.877846575,0.768748467,5.3088679999999995,0.1143717,327.990683775,199.79674224299998,CALI
33359,680.514,250.2176681,170.3707644,1.468665525,0.732385487,33781,206.0922075,0.705801456,0.987507771,0.905208782,0.823651699,7.500754,0.21294090000000002,376.513177155,200.26550740800002,DERMASON
42927,767.794,280.7267552,195.0632158,1.439157835,0.719153905,43403,233.7869841,0.784412974,0.989033016,0.915062956,0.832791958,6.539631,0.1940346,384.91605697499995,200.621525844,SIRA
24258,570.62,207.7406156,148.9945674,1.394283156,0.696852538,24558,175.7448289,0.743198529,0.987784022,0.936204829,0.845982036,8.563797999999998,0.27057689999999995,397.205510775,200.571544983,DERMASON
40061,745.243,275.2334615,185.5963363,1.482968183,0.738436244,40522,225.8478457,0.790313671,0.988623464,0.906433273,0.820568271,6.8703590000000005,0.1921401,373.69941984,200.704602159,DERMASON
50675,844.311,317.3803474,203.964862,1.556054039,0.766158881,51263,254.0106571,0.753352362,0.988529739,0.893302864,0.800335179,6.263056000000001,0.1585089,355.497701445,200.33855925,SIRA
23644,564.881,203.3740398,148.5885891,1.368705639,0.682787215,23947,173.5064143,0.73337469,0.987347058,0.931144066,0.853139439,8.601507,0.28108289999999997,403.955031165,200.23784016,DERMASON
48388,866.233,349.800953,177.5410253,1.970254212,0.861623061,48990,248.2126409,0.621825846,0.987711778,0.81036017,0.709582518,7.2290849999999995,0.1130511,279.446578695,199.399532676,HOROZ
22298,539.161,191.9546902,148.0978821,1.296133932,0.636198754,22505,168.4953868,0.736709948,0.990802044,0.963915214,0.877787287,8.608606,0.3152606,427.63333971000003,200.735651232,DERMASON
76273,1085.578,431.6246141,226.6893361,1.904035812,0.850978698,77276,311.6308711,0.831403968,0.98702055,0.813314707,0.721995134,5.658944,0.0948533,289.308720015,199.498535025,CALI
26625,612.307,234.4139087,145.0415273,1.616184779,0.785594941,26972,184.1195342,0.778782029,0.987134806,0.892403021,0.785446287,8.804278,0.20669949999999998,342.39385785,200.4103062,DERMASON
28804,625.63,230.4919621,159.7314893,1.442996388,0.720935251,29128,191.5055922,0.788135825,0.988876682,0.924756803,0.830855838,8.002082000000001,0.2352261,383.128389765,200.22239532,DERMASON
67467,1011.524,393.3314773,220.0732498,1.787275271,0.828822991,68144,293.0898367,0.739404899,0.990065156,0.828607538,0.745147169,5.829983,0.11087029999999999,308.16058816500004,199.467256812,CALI
36876,716.9,246.9691627,191.5704905,1.289181659,0.631119186,37505,216.6840591,0.763826173,0.983228903,0.901646933,0.877372935,6.697286999999999,0.2448024,427.229713185,199.470484068,SIRA
71156,1023.316,388.469527,234.1431002,1.659111572,0.797943527,71773,300.9960682,0.777814215,0.991403453,0.85388987,0.77482543,5.4594059999999995,0.1213782,333.19671753,200.207056809,CALI
31280,653.711,243.3616397,163.9083986,1.484741732,0.739170995,31609,199.5668634,0.732278303,0.989591572,0.919824605,0.820042401,7.780104000000001,0.2170253,373.2205947,200.68716138899998,DERMASON
70966,1032.731,386.4901941,237.0890354,1.630147904,0.789740343,72555,300.5939413,0.685661836,0.978099373,0.836153022,0.777753086,5.446132,0.12292349999999999,335.719423965,198.20132504400001,CALI
86940,1118.525,379.3463316,292.3414042,1.297614112,0.637264528,88117,332.7092515,0.748450413,0.986642759,0.873249024,0.877059362,4.3633120000000005,0.1592619,426.92438382,200.63171915700002,BARBUNYA
40896,760.258,286.5936294,183.3447328,1.563140785,0.768593357,41290,228.1894047,0.812750904,0.990457738,0.889137032,0.796212411,7.007865000000001,0.1737326,351.84458322,199.182893871,SIRA
43948,777.578,292.4937012,192.1021159,1.522594896,0.754087894,44489,236.5509068,0.79108615,0.987839691,0.913400091,0.808738465,6.65545,0.1756263,363.00213672,200.168910426,SIRA
52238,892.863,366.3339732,182.3641738,2.008804501,0.867286963,52775,257.8982112,0.772522922,0.989824728,0.823430127,0.703997527,7.012787,0.1062564,275.06494749,200.113320057,HOROZ
44371,787.146,296.3200136,191.1799334,1.549953535,0.764030074,44868,237.6865832,0.777293112,0.988923063,0.899908792,0.802128011,6.678236,0.1705361,357.09218703,200.44817279100002,SIRA
62215,998.572,354.267075,224.370612,1.578937062,0.773875735,63401,281.4508808,0.765139217,0.98129367,0.784054408,0.794459606,5.6942390000000005,0.1399274,350.297166075,200.310870093,BARBUNYA
54143,924.812,378.8635821,182.8993901,2.071431632,0.875753848,54773,262.5585814,0.596814374,0.988497983,0.795509311,0.693016151,6.9974620000000005,0.099562,266.55061923,199.96471734,HOROZ
67849,1022.629,389.9148165,222.0912704,1.75565125,0.821929521,68732,293.9184068,0.750641678,0.987153,0.815299369,0.753801585,5.746803,0.1144549,315.36034065,200.515708188,BARBUNYA
39543,749.657,279.3037986,181.2005717,1.541406829,0.760994788,40104,224.3829568,0.787207358,0.98601137,0.884207669,0.803365217,7.063293,0.1814843,358.19459796,199.958276496,SIRA
34878,671.541,225.4135036,197.1479559,1.143372259,0.484834723,35188,210.7321732,0.765204037,0.991190178,0.971888339,0.934869339,6.4629140000000005,0.3045172,485.05927851,200.856338466,SEKER
72492,1053.122,411.5200264,227.0045175,1.812827476,0.834092586,74242,303.8086257,0.743942613,0.976428437,0.821377071,0.738259638,5.6767650000000005,0.10402009999999999,302.49014761499996,198.59613085200002,CALI
54130,931.577,377.6274612,183.6459322,2.05628002,0.873783517,54934,262.5270587,0.593504671,0.985364255,0.783809235,0.695201186,6.976306,0.10051879999999999,268.23410184,199.755764775,HOROZ
41283,737.859,265.0457183,198.5290071,1.335047821,0.662528349,41610,229.2665438,0.767113869,0.992141312,0.95287154,0.865007537,6.420215,0.22172200000000003,415.27211109,200.785646163,SEKER
56706,924.217,374.9073997,193.7054087,1.935451376,0.856181401,57307,268.7011753,0.718944139,0.989512625,0.834239929,0.716713448,6.611424,0.1076111,285.091382685,199.834022115,HOROZ
67502,993.036,371.3870571,234.1842604,1.585875398,0.776135174,69374,293.1658502,0.698474783,0.973015827,0.860194217,0.789380902,5.501867,0.131776,345.832825995,198.627030381,CALI
38207,724.552,272.4285901,179.1575742,1.520608834,0.753339925,38584,220.5598859,0.737700803,0.990229111,0.914563118,0.809606238,7.130331999999999,0.1889665,363.781554855,200.337042504,DERMASON
31967,657.309,238.3352028,171.0704497,1.393199137,0.696277722,32369,201.7464957,0.730941601,0.98758071,0.929763702,0.846482153,7.455664,0.2361225,397.67527998,200.652634614,DERMASON
71175,1023.921,376.9315917,240.6509865,1.566299798,0.769665476,72235,301.0362513,0.715686275,0.985325673,0.853108835,0.798649564,5.295843,0.13290459999999998,354.00182493,200.809135827,BARBUNYA
31675,653.568,233.5736375,173.1356878,1.34907852,0.671232695,32010,200.8229633,0.786995627,0.98953452,0.931847678,0.859784372,7.3740689999999995,0.248568,410.27218713,200.45291619,DERMASON
33190,681.471,263.7494965,161.0785054,1.637397217,0.791842496,33566,205.5695028,0.816221135,0.988798189,0.898095165,0.779411925,7.946656,0.1808974,337.15303669499997,199.932869091,DERMASON
53749,871.252,330.7474713,208.4934352,1.586368755,0.776294458,54383,261.6015143,0.806206783,0.988341945,0.889800564,0.790940331,6.153556,0.1485528,347.200566885,199.474620447,SIRA
35857,710.411,261.0971889,175.4917336,1.487803349,0.74043149,36325,213.6692546,0.712891169,0.987116311,0.892821131,0.818351417,7.281624000000001,0.20145,371.68296831,200.27247607799998,DERMASON
67359,1028.02,375.7874784,230.2702608,1.631940994,0.790263433,68721,292.8551562,0.762721652,0.980180731,0.800944396,0.779310576,5.578876,0.1269313,337.06536057,199.214822721,BARBUNYA
83242,1136.826,401.0345748,265.7398989,1.509124435,0.748941712,84536,325.5564562,0.705590167,0.984692912,0.80940219,0.811791493,4.8176950000000005,0.1290616,365.74801254,199.89875999400002,BARBUNYA
38195,719.457,243.2856909,200.212062,1.21514003,0.568113196,38604,220.5252467,0.778536486,0.989405243,0.927271034,0.906445611,6.369569,0.2652509,456.012222975,200.680828683,SEKER
75771,1052.188,408.7137722,237.788042,1.7188155,0.813334742,76685,310.6036599,0.797908637,0.988081111,0.860054939,0.759953985,5.3940660000000005,0.11098010000000001,320.529182745,199.526191017,CALI
44846,832.162,342.391457,168.0432603,2.037519722,0.871276324,45356,238.9554365,0.685613821,0.988755622,0.813800245,0.697901281,7.6348270000000005,0.1117262,270.32173989,199.47380398500002,HOROZ
27791,613.302,225.6600142,156.9442433,1.437835562,0.718535946,28051,188.1079482,0.731034301,0.990731168,0.928464443,0.833590075,8.119895,0.2418468,385.65418921500003,200.821565667,DERMASON
55076,894.091,342.5249306,205.8840506,1.663678802,0.799190693,55773,264.8111425,0.7025,0.987502914,0.865782511,0.773114944,6.219131999999999,0.1370521,331.72722738,199.87279059300002,SIRA
57037,937.725,382.995112,191.8901584,1.99590805,0.865432761,57775,269.4842554,0.611021243,0.987226309,0.815108739,0.703623224,6.714854,0.10152589999999999,274.772530755,198.617228817,HOROZ
39224,715.918,247.3995557,202.1959303,1.223563478,0.576233748,39565,223.4760567,0.778439311,0.991381271,0.961690178,0.903300154,6.307352,0.259033,452.852897685,200.671977648,SEKER
33529,668.926,247.5205101,172.7727385,1.432636376,0.716084281,33773,206.6166709,0.791450288,0.992775294,0.941617046,0.834745657,7.382281,0.2210991,386.724173715,200.650556475,DERMASON
43528,777.324,287.1108126,193.8864537,1.480819352,0.737541494,43983,235.4178645,0.73676371,0.989655094,0.905262277,0.819954715,6.596003,0.1839162,373.14078236999995,200.114184558,SIRA
58573,960.965,366.4514901,208.1533588,1.760487999,0.823011768,59606,273.0887399,0.669673584,0.98266953,0.79706216,0.745224804,6.256321,0.1190277,308.224804995,196.51863063,HOROZ
54314,925.054,368.7790787,191.6399818,1.924332675,0.854372748,56010,262.9728743,0.678585707,0.969719693,0.79760429,0.713090545,6.789761,0.10829609999999999,282.21645993,196.682431359,HOROZ
46851,854.53,328.9176038,183.1554803,1.795838176,0.830617735,47631,244.2387068,0.717286464,0.98362411,0.806258119,0.742552858,7.020503,0.1316611,306.018534585,199.029753579,HOROZ
29676,651.278,240.1081842,159.4323658,1.506019075,0.747730607,30383,194.3827583,0.712030328,0.976730408,0.879189333,0.809563235,8.090989,0.2143801,363.742910205,198.393794604,DERMASON
37665,719.448,261.5658115,183.6882624,1.423965844,0.711916585,38057,218.9898798,0.757664145,0.989699661,0.914426949,0.837226695,6.944532,0.21047230000000003,389.02643859,200.623481976,DERMASON
35517,678.829,232.996395,194.232582,1.199574205,0.55232461,35881,212.6538241,0.771622238,0.989855355,0.968557402,0.912691478,6.560137,0.2807945,462.31818237,200.84969019,SEKER
70019,1031.181,367.3811442,243.0767597,1.511379141,0.749815169,71281,298.5815796,0.737414694,0.982295422,0.827477061,0.812729734,5.246878,0.14121,366.593939655,200.66044889100002,BARBUNYA
28695,645.113,247.83149,147.6442392,1.678572028,0.803174034,29049,191.1429013,0.79461121,0.987813694,0.866451994,0.771261559,8.636747999999999,0.18851099999999998,330.138638115,200.696320758,DERMASON
170067,1545.389,549.5836288,396.7035678,1.385376068,0.692074931,171795,465.3343203,0.785383763,0.9899415,0.894858322,0.846703388,3.2315709999999997,0.1024516,397.883177985,199.630241883,BOMBAY
33192,672.88,250.0924522,169.4980689,1.475488505,0.735300121,33510,205.5756964,0.761354253,0.990510295,0.921229944,0.821998803,7.534721,0.2121933,375.003528315,200.38917547199998,DERMASON
100376,1201.814,465.4631659,276.109703,1.685790687,0.805059952,101303,357.4950245,0.764315302,0.990849234,0.873303562,0.768041492,4.637195999999999,0.0995346,327.38769237,199.879876848,CALI
30537,646.047,245.0354323,159.2101645,1.539069023,0.760153579,30779,197.1824434,0.696428571,0.992137496,0.919407421,0.804709921,8.024214,0.2075581,359.394721635,200.323945746,DERMASON
32038,645.085,224.4823211,181.9408668,1.233820224,0.5857513,32308,201.970415,0.770514671,0.991642937,0.967478615,0.899716352,7.006752,0.2832168,449.26668027,200.751671133,SEKER
76727,1083.993,422.8767605,233.8947378,1.807978942,0.833112358,78452,312.5569557,0.804671113,0.978012033,0.820550145,0.739120673,5.511447,0.1014628,303.196149795,198.527248755,CALI
40069,743.479,283.2914062,180.5122256,1.569375179,0.770701578,40399,225.870395,0.814311263,0.991831481,0.910921506,0.797307613,7.070089,0.1762415,352.81318365,200.527832307,DERMASON
199437,1707.904,634.5901354,403.7199053,1.571857436,0.771532417,201610,503.915742,0.794193191,0.989221765,0.859188955,0.794080642,3.181908,0.0780415,349.96305663000004,199.222520016,BOMBAY
30373,639.704,238.3943887,162.5512636,1.466579732,0.731484007,30661,196.652243,0.717427249,0.99060696,0.932694512,0.824902986,7.848891999999999,0.2241814,377.65803948,200.589172884,DERMASON
36939,695.361,241.6436104,195.2970133,1.237313394,0.588904432,37283,216.8690747,0.730337301,0.990773275,0.960006867,0.897474898,6.541693,0.26179369999999996,447.03096211499997,200.318192523,SEKER
55701,932.537,386.3861056,183.9715804,2.100248879,0.879372713,56186,266.3094363,0.724565854,0.991367956,0.804897747,0.6892314,6.936788999999999,0.0965603,263.64715671,200.53811486400002,HOROZ
34304,690.332,261.5908535,167.3115206,1.563495763,0.76871423,34717,208.9909312,0.693514475,0.988103811,0.904562578,0.79892293,7.625666,0.191636,354.24420563999996,200.586887112,DERMASON
